"Google","English","probing","Korean","조사

동사:
    탐침으로 찾다 (probe)
    엄밀하게 조사하다 (probe)
    규명하다 (examine closely, beat out, probe)
    진상 따위를 규명하다 (probe)"
"Google","English","This is necessary to prevent probing the private test set.","Korean","이것은 개인 테스트 세트를 조사하는 것을 방지하는 데 필요합니다."
"Google","English","In synchronous KO competitions, note that a submission that results in an error--either within the kernel or within the process of scoring","Korean","동기식 KO 경쟁에서는 커널 내에서 또는 점수를받는 과정 내에서 오류가 발생하는 제출물에 유의하십시오."
"Google","English","will count against your daily submission limit and will not return the specific error message","Korean","일일 제출 한도에 대해 계산되며 특정 오류 메시지를 반환하지 않습니다."
"Google","English","Citation","Korean","소환

명사:
    소환 (recall, summons, citation)
    인증 (certification, citation, testimony of a witness)
    감사장 (testimonial, citation)
    열거 (enumeration, citation)
    공보 속에 특기하기 (citation)"
"Google","English","anonymized","Korean","익명"
"Google","English","ashore","Korean","해변"
"Google","English","accompanying scrap of paper","Korean","동반 종이 스크랩"
"Google","English","Silly column names abound,
but the test set is a mystery.
Careful how you pick and slice,
or be left behind by history.","Korean","어리석은 칼럼 이름,
그러나 테스트 세트는 미스터리입니다.
어떻게 선택하고 슬라이스하는지 조심하십시오.
또는 역사에 의해 남겨 둡니다."
"Google","English","observe","Korean","관찰하다

동사:
    관찰하다 (observe, envisage)
    인지하다 (recognize, observe)
    관찰에 의하여 인지하다 (observe)
    준수하다 (observe, excel in talent and elegance)
    규칙 따위를 준수하다 (observe)
    진술하다 (set forth, observe, qualify, show, predicate)
    소견을 말하다 (observe)"
"Google","English","vary","Korean","달라지다

동사:
    다르다 (differ, vary)
    바꾸다 (change, shift, switch, alter, transform, vary)
    변주 하다 (vary)
    변곡 하다 (vary)
    변하다 (change, break up, vary, transform)
    변이 하다 (vary)
    변화를 가하다 (vary)
    변화하다 (turn, vary, conjugate, mutate, convert, range)
    달라지다 (alter, vary)"
"Google","English","You should structure your code so that it predicts on the public test.csv in the format specified by the public sample_submission.csv","Korean","공개 test.csv가 공개 sample_submission.csv에 의해 지정된 형식으로 코드를 예측하도록 코드를 구조화해야합니다."
"Google","English","aspects","Korean","상들

명사:
    상들 (aspects)"
"Google","English","substitutes","Korean","대체물

명사:
    대용품 (substitute, ersatz)
    대리인 (agent, representative, attorney, deputy, substitute, procurator)
    대용식품 (substitute)
    대용어 (substitute)

동사:
    바꾸다 (change, shift, switch, alter, transform, replace)
    역할을 대신하다 (substitute)"
"Google","English","When Kaggle runs your Kernel privately, it substitutes the private test set and sample submission in place of the public ones.","Korean","Kaggle이 커널을 개인적으로 실행하면 공개 테스트 세트와 샘플 제출을 대체합니다."
"Google","English","Deviation","Korean","편차

명사:
    일탈 (deviation, omission)
    탈선 (deviation, derailment, running away from a ship)
    자차 (deviation)
    일탈행위 (deviation)"
"Google","English","Quantiles","Korean","Quantiles"
"Google","French","Quant","Korean","에 관해서"
"Google","Hungarian","Kernel","Korean","핵심"
"Google","Latin","cumsum","Korean","CUMSUM"
"Google","English","Cumulative","Korean","누적

형용사:
    누적하는 (cumulative)"
"Google","English","Axes","Korean","축

명사:
    도끼 (ax, chopper, axe)
    참수 (beheading, ax, decollation, axe)
    재즈 악기 (ax, axe)

동사:
    도끼로 자르다 (axe, ax)
    대폭 삭감하다 (axe, ax)"
"Google","English","axis","Korean","중심선

명사:
    중심선 (center line, axis)
    굴대 (axle, axletree, axis)"
"Google","English","phase","Korean","단계

명사:
    단계 (step, stage, phase, echelon)
    위상 (phase)
    상 (phase, image, prize, top, aspect, table)
    사상 (thought, idea, history, event, phase, dead face)
    변화의 단계 (phase)
    발달의 단계 (phase)
    천체의 상 (phase)

동사:
    돈조시키다 (phase)
    단계적으로 실행하다 (phase)
    계획 따위를 단계적으로 실행하다 (phase)"
"Google","English","scratch","Korean","할퀴다

동사:
    할퀴다 (scratch, scrabble)
    긁다 (scratch, scrape, rake, scrabble, offend, exploit)
    긁어 모으다 (rake, rake up, scrape up, scratch)
    긁어 파다 (scratch)
    긁어서 쓰다 (scratch)
    긁어 지우다 (scratch)
    슬근슬근 긁다 (scratch)
    긁어서 표시하다 (scratch)
    갈겨쓰다 (scratch, scrawl)
    할퀴어 상처를 내다 (scratch)
    가려운 데를 긁다 (scratch)
    꾸준히 일하여 돈을 모으다 (scratch)
    후보자 이름을 지우다 (scratch)
    가치작거리다 (scratch)
    요행수로 맞다 (scratch)
    득점을 하지 못하다 (scratch)

명사:
    긁는 소리 (scratch)
    영점 (zero, zero point, blob, duck, goose egg, scratch)
    돈 (money, dough, dibs, bread, greenbacks, scratch)
    할큄 (scratch)
    출발선 (scratch, base)
    포도창 (scratch)
    가발의 일종 (scratch)

형용사:
    핸디캡 없는 (scratch)
    갈겨 쓰기 용의 (scratch)
    갈겨 잡기 용의 (scratch)
    주워모은 (scratch)
    요행으로 맞은 (scratch)"
"Google","English","Requirement already satisfied","Korean","요구 사항은 이미 만족했습니다"
"Google","English","Transpose","Korean","바꾸어 놓다

동사:
    바꾸어 놓다 (displace, transpose)
    바꾸어 넣다 (transpose)
    바꾸어 놓일 수 있다 (transpose)
    바꾸어 넣을 수 있다 (transpose)
    이항하다 (transpose)
    자리를 바꾸어 놓다 (transpose)
    이조하다 (transpose)
    교차시키다 (cross, transpose)
    전치하다 (transpose, premise)"
"Google","English","axis=1","Korean","축 = 1"
"Google","English","precision","Korean","정도

명사:
    정도 (degree, precision, justice, journey, plane)
    정확 (accuracy, precision, preciseness, rightness, closeness)"
"Google","English","You may provide full function implementations and algorithm explanations.","Korean","전체 기능 구현 및 알고리즘 설명을 제공 할 수 있습니다."
"Google","English","You have full control over how autocompletion and code suggestions work here by setting and updating your rules. Just let me know your preferences at any time!","Korean","규칙을 설정하고 업데이트하여 자동 완성 및 코드 제안이 어떻게 작동하는지 완전히 제어 할 수 있습니다. 언제든지 당신의 선호도를 알려주세요!"
"Google","English","Only provide syntax corrections, do not suggest logic or function names.","Korean","구문 수정 만 제공하고 논리 또는 기능 이름을 제안하지 마십시오."
"Google","English","Implementaion","Korean","구현"
"Google","English","Cursor Tab
Context-aware, multi-line suggestions around your cursor
based on recent edits","Korean","커서 탭
커서 주변의 맥락 인식, 멀티 라인 제안
최근 편집을 기반으로합니다"
"Google","English","Whitespace-Only Suggestions
Suggest edits like new lines and indentation that modify
whitespace only","Korean","공백 전용 제안
새로운 라인과 같은 편집 및 수정하는 계약을 제안하십시오
공백 만"
"Google","English","Imports
Automatically impan necessary modules far TypeScript","Korean","수입
필요한 모듈이 자동으로 a typescript"
"Google","English","Auta Impart far Python BETA
Enable auto import for Python. This is a beta feature.","Korean","Auta는 먼 파이썬 베타를 제공합니다
파이썬 용 자동 가져 오기를 활성화합니다. 이것은 베타 기능입니다."
"Google","English","Suggestions While Commenting
Allaw Tab to trigger while in a comment region","Korean","의견을 제시하는 동안 제안
댓글 영역에있는 동안 앨상 탭이 트리거됩니다"
"Google","English","heap","Korean","더미

명사:
    더미 (dummy, heap, mow)
    매우 (heap)
    쌓아 올린 것 (heap)
    떼 (bevy, school, shoal, cluster, pride, heap)

동사:
    쌓아 올리다 (cumulate, rick, bank up, heap, pile, upbuild)
    가리다 (settle, screen, sort out, comb hair, shy of strangers, heap)
    수북이 담다 (heap)
    산더미가 되다 (heap)"
"Google","English","print(f"" left key = {heap[i*2]},"",end="""")","Korean","print (f ""왼쪽 키 = {heap [i*2]},"", end = """")"
"Google","English","Heapify","Korean","힙"
"Google","English","extract","Korean","발췌

명사:
    추출물 (extract, extractive)
    발췌 (extract, excerption, collectanea, epitome)
    초 (second, beginning, candle, vinegar, draft, extract)

동사:
    뽑다 (pull out, extract, pull up, select, stub)
    구하다 (save, look for, buy, demand, cultivate, extract)
    뽑아내다 (pluck, extract)
    추출하다 (extract, educe)
    끌어내다 (draw out, educe, evolve, extract, retrieve)
    발췌하다 (extract, excerpt, abstract)
    초본을 만들다 (extract)
    억지로 받아내다 (extract)
    적출하다 (ship off, extract, enucleate)"
"Google","English","Priority","Korean","우선 사항

명사:
    우선 (priority, mail steamer)
    우선 할 것 (priority)
    우선 해야 할 것 (priority)
    앞서기 (precedence, precedency, priority)
    먼저임 (priority, anteriority)"
"Google","English","Hyper","Korean","하이퍼

접두사:
    저쪽의 (hyper-)"
"Google","Polish","Markup","Korean","마크 업"
"Google","English","element","Korean","요소

명사:
    요소 (element, urea, key, staple, stuff, important position)
    원소 (element)
    부대 (bag, unit, incidental, lifebuoy, crowd, element)
    원리 (principle, theorem, basics, element, principal and interest)
    기미 (sign, feeling, odor, tincture, taste, element)
    전지 (battery, cell, omniscience, lopping, element, change of air)
    사대 (collecting a suit, private university, submission to the stronger, element)
    소부대 (element)
    집단 (group, community, colony, circle, elements, element)
    성찬식의 빵과 포도주 (element)"
"Google","English","document","Korean","문서

명사:
    문서 (document, writing, writ)

동사:
    증거서류를 제공하다 (document)
    증거서류를 첨부하다 (document)
    문서로 증명하다 (document)
    증거서류로 증명하다 (document)
    상세히 보도하다 (document)
    상세히 기록하다 (document)"
"Google","English","visible","Korean","보이는

형용사:
    명백한 (apparent, clear, explicit, plain, tangible, visible)
    곧 쓸 수 있는 (visible)
    눈에 보이는 (visible, visual)
    방문자를 면회할 수 있는 (visible)
    빈번하게 뉴스에 나오는 (visible)
    시각적으로 표시된 (visible)

명사:
    눈에 보이는 것 (visible)"
"Google","English","headings","Korean","제목

명사:
    표제 (title, heading, headline, caption, rubric)
    헤딩 (heading)
    방향 (direction, way, heading, aroma, fragrance, aspect)
    목베기 (decapitation, heading)"
"Google","English","paragraphs","Korean","단락

명사:
    절 (section, clause, verse, paragraph, bow, stanza)
    구절 (paragraph, fetterlock, pause)
    짧은 기사 (paragraph, short)
    짧은 문장 (paragraph)
    문장의 절 (paragraph)
    신문의 짧은 기사 (paragraph)
    잡지의 짧은 기사 (paragraph)
    단락표 (paragraph)

동사:
    절로 나누다 (paragraph)
    문장을 절로 나누다 (paragraph)
    ...에 대해서 짧은 기사를 쓰다 (paragraph)"
"Google","English","declaration","Korean","선언

명사:
    선언 (declaration, proclamation)
    신고 (declaration, hardships)
    신고서 (declaration, bill)
    진술 (declaration, allegation, presentment, proposition, deliverance)
    언명 (declaration, enunciation, averment, dick)
    명언 (wise saying, phrase, declaration)
    득점 발표 (declaration)"
"Google","English","paragraph","Korean","절

명사:
    절 (section, clause, verse, paragraph, bow, stanza)
    구절 (paragraph, fetterlock, pause)
    짧은 기사 (paragraph, short)
    짧은 문장 (paragraph)
    문장의 절 (paragraph)
    신문의 짧은 기사 (paragraph)
    잡지의 짧은 기사 (paragraph)
    단락표 (paragraph)

동사:
    절로 나누다 (paragraph)
    문장을 절로 나누다 (paragraph)
    ...에 대해서 짧은 기사를 쓰다 (paragraph)"
"Google","English","determine","Korean","결정하다

동사:
    정하다 (set, ordain, lay down, order, shape, determine)
    끝나다 (end, finish, terminate, close, conclude, determine)
    결심시키다 (determine, decide)
    결심하다 (determine, resolve, make up one's mind, decide, conclude)
    결정하다 (decide, conclude, settle, fix, crystallize, determine)"
"Google","English","encounter","Korean","맞닥뜨리다

명사:
    교전 (engagement, encounter, war, action, belligerence, canon)
    마주침 (encounter)

동사:
    만나다 (meet, see, encounter, forgather)
    당하다 (encounter, match, feel)
    부닥치다 (encounter, butt)
    교전하다 (engage in, encounter)
    대항하다 (cope, cope with, encounter, antagonize, countervail, counterwork)"
"Google","English","upcoming","Korean","다가오는"
"Google","English","irregular","Korean","불규칙한

형용사:
    불규칙한 (irregular)
    고르지 않은 (irregular, erose)
    불법인 (injurious, irregular)
    규율이 서지 않은 (irregular)
    정규가 아닌 (back-door, irregular)
    불규칙의 (irregular)
    불규칙 변화의 (irregular)"
"Google","English","conjugated","Korean","공액

동사:
    활용시키다 (conjugate)
    변화시키다 (transmute, conjugate, mutate, turn)
    활용하다 (conjugate)
    변화하다 (turn, vary, conjugate, mutate, convert, range)
    결합하다 (unite, join, combine, weld into, conjoin, conjugate)
    접합하다 (unite, join, inosculate, scarf, bond, conjugate)
    교미하다 (copulate, couple, tup, service, conjugate)"
"Google","English","You're is used, which is a contraction of you are. The verb to be is irregular. When conjugated with you, it becomes are, as in You are an English learner. Here, you're expresses the same meaning.","Korean","당신은 당신의 수축입니다. 동사는 불규칙합니다. 당신과 함께 당신과 함께 영어 학습자와 마찬가지로, 그것은 당신과 함께됩니다. 여기에서 당신은 같은 의미를 표현합니다."
"Google","Norwegian","alt","Korean","모두"
"Google","English","element defines a paragraph","Korean","요소는 단락을 정의합니다"
"Google","English","radius","Korean","반지름

명사:
    반지름 (radius, ray)
    요골 (radius)
    반경 범위 (radius)
    복사선 (radiant rays, radius)
    바늘 (needle, pointer, point, spine, radius, cock)
    육분의 따위의 바늘 (radius)
    사분의 따위의 바늘 (radius)"
"Google","English","justify","Korean","신이 옳다고 하다

동사:
    신이 옳다고 하다 (justify)
    사람의 행위 따위를 옳다고 주장하다 (justify)
    사람의 진술 따위를 옳다고 주장하다 (justify)
    옳다고 주장하다 (justify)
    ...의 정당한 이유가 되다 (justify)
    조정하다 (mediate, arbitrate, settle, regulate, adjust, justify)
    죄인을 옳다고 하다 (justify)
    충분한 근거를 제시하다 (justify)"
"Google","English","margin","Korean","여유

명사:
    여유 (margin, clearance)
    한계 (margin, boundary, end, delimitation, pale, tether)
    가장자리 (edge, rim, margin, border, brim, verge)
    난외 (margin)
    한계에 가까운 상태 (margin)
    시간 따위의 여유 (margin)
    경비 따위의 여유 (margin)
    매매 가격의 차익금 (margin)

동사:
    ...의 난외에 쓰다 (margin)
    ...에게 보증금을 지불하다 (margin)"
"Google","English","The font-family property should hold several font names as a ""fallback"" system, to ensure maximum compatibility between browsers/operating systems. Start with the font you want, and end with a generic family (to let the browser pick a similar font in the generic family, if no other fonts are available). The font names should be separated with a comma. Read more about fallback fonts in the next chapter.","Korean","Font-Family 속성은 브라우저/운영 체제 간의 호환성을 최대한 활용하기 위해 여러 글꼴 이름을 ""폴백""시스템으로 보유해야합니다. 원하는 글꼴로 시작하여 일반적인 제품군으로 끝납니다 (다른 글꼴을 사용할 수없는 경우 브라우저가 일반 제품군에서 비슷한 글꼴을 선택할 수 있도록하십시오). 글꼴 이름은 쉼표로 분리되어야합니다. 다음 장의 폴백 글꼴에 대해 자세히 알아보십시오."
"Google","English","Serif","Korean","가는 장식 선

명사:
    가는 장식 선 (serif)"
"Google","Basque","Georgia","Korean","그루지야"
"Google","English","reference","Korean","참조

명사:
    참고 (reference, consultation)
    언급 (mention, reference)
    관련 (regard, reference, relevance, relevancy, government power)
    조회 (reference)
    위탁 (consignment, trust, commission, commitment, reference, bailment)
    증명서 (certificate, certification, testimonial, attestation, reference, warrant)
    빙고 (bingo, ice house, reference)
    검색 (retrieve, retrieval, reference)
    서적 따위의 참고 (reference)
    신원 따위의 증명서 (reference)
    신용 따위의 증명서 (reference)
    참조문 (reference)
    위원회 따위에의 위탁 (reference)

형용사:
    기준의 (reference)

동사:
    ...에 참조사항을 달다 (reference)
    ...에 부호를 달다 (reference)"
"Google","English","No downloading or installation is required!","Korean","다운로드 또는 설치가 필요하지 않습니다!"
"Google","Finnish","crossorigin","Korean","Crossorig"
"Google","English","Specify the background image in the <style> element","Korean","<style> 요소의 배경 이미지를 지정하십시오"
"Google","English","Some browsers or devices may not support all image formats. By using the <picture> element, you can add images of all formats, and the browser will use the first format it recognizes, and ignore any of the following elements.","Korean","일부 브라우저 나 장치는 모든 이미지 형식을 지원하지 않을 수 있습니다. <Papiring> 요소를 사용하면 모든 형식의 이미지를 추가 할 수 있으며 브라우저는 인식하는 첫 번째 형식을 사용하고 다음 요소를 무시합니다."
"Google","English","collapse","Korean","무너지다

명사:
    무너짐 (collapse, crash)

동사:
    접다 (fold, turn, collapse, wrap up, turn back)
    무너지다 (collapse, crumple, fall down, give way, crush, fell)
    좌절하다 (collapse)
    쇠약해지다 (waste away, collapse, wane, waste, sink, break)
    접어지다 (collapse)
    허탈하다 (collapse)
    무너뜨리다 (pull down, collapse)
    허탈케 하다 (collapse)
    와해하다 (collapse, crash)"
"Google","English","term","Korean","용어

명사:
    기간 (period, term, span, session, tract)
    학기 (term, session)
    항 (term, harbor, member, harbour)
    조건 (condition, term)
    ...어 (term)
    어 (term)
    존속 기간 (term)
    술어 (term, terminology, technics, language, slang)
    교제 관계 (term)
    한계 (margin, boundary, end, delimitation, pale, term)
    연기 (smoke, performance, fume, postponement, extension, term)
    한 (limit, grudge, term, peak)
    경계주 (term)

동사:
    이름 짓다 (term)"
"Google","English","mozilla","Korean","모질라"
"Google","English","requirements","Korean","요구 사항

명사:
    요구물 (requirement, request)"
"Google","English","max=self.nums[1]","Korean","max = self.nums [1]"
"Google","English","Shift","Korean","옮기다

명사:
    시프트 (shift)
    변화 (change, variation, shift, transition, alteration, variety)
    교대 (shift, alternation, rotation, abutment, tour)
    교체 (shift, relay, relief, reshuffle)
    수단 (Sudan, tool, instrumentation, avenue, step, instrumentality)
    손놀림 (shift, way of using one's hand)
    윤작 (crop rotation, shift)
    슈미즈 (chemise, shimmy, shift)
    벽돌 호접법 (shift)
    광맥의 단층 (shift)

동사:
    바꾸다 (change, shift, switch, alter, transform, replace)
    바뀌다 (veer, get changed, shift)
    없애다 (remove, cast away, scotch, absorb, quench, smooth)
    속이다 (chisel, diddle, deceive, delude, flam, cheat)
    미루다 (delay, infer, shift)
    ...을 이동시키다 (shift)
    전가하다 (shift, shuffle, buck)
    방향을 바꾸다 (veer, shift, wheel, cant, swing)
    계통적으로 변화시키다 (shift)
    처치하다 (shift)
    방향이 달라지다 (shift)
    이리저리 변통해서 해보다 (shift)
    기어를 바꿔 넣다 (shift)
    음이 변화하다 (shift)
    가버리다 (shag, shift)"
"Google","English","Windows","Korean","창

명사:
    창 (window, spear, lance, opening, hole, shoe sole)
    창문 (window)
    윈도 (window)
    창구 (window, hatch, wicket, cut, light)
    창틀 (window frame, sash, window, frame, window sash, reveal)
    실행 기간 (window)
    장식창 (blind window, false window, window)
    관찰할 기회 (window)
    예정기일의 차이 (window)

동사:
    창을 내다 (window)"
"Google","English","division","Korean","분할

명사:
    분할 (division, partition, divide, segmentation, separate control)
    부 (part, wealth, department, copy, division, riches)
    사단 (division, corporation, trouble)
    구분 (division, assortment, distribution)
    분배 (distribution, division, dispensation, lay, whack, share-out)
    분류 (classification, fractionation, division, torrent, system, tributary)
    불일치 (inconsistency, discord, disharmony, division, dissonance, unconformity)
    표결 (vote, division)
    반 (half, barn, group, antithesis, ban, division)
    경계선 (boundary, borderline, circumference, mark, police line, division)
    주의 일부 (division)
    자치도시의 일부 (division)"
"Google","English","if (m == 0)return true;","Korean","(M == 0)을 반환한다면;"
"Google","English","This plugin attempts to override user/workspace settings with settings found in .editorconfig files. No additional or vscode-specific files are required. As with any EditorConfig plugin, if root=true is not specified, EditorConfig will continue to look for an .editorconfig file outside of the project.","Korean","이 플러그인은 .editorconfig 파일에있는 설정으로 사용자/작업 공간 설정을 재정의하려고 시도합니다. 추가 또는 VSCODE 특정 파일이 필요하지 않습니다. EditorConfig 플러그인과 마찬가지로 root = true가 지정되지 않은 경우 EditorConfig는 프로젝트 외부에서 .editorconfig 파일을 계속 찾습니다."
"Google","English","This repository is specific to the EditorConfig Extension for Visual Studio Code. Internally, it uses the editorconfig npm package, which is one of a few EditorConfig cores available.","Korean","이 저장소는 Visual Studio Code 용 EditorConfig Extension에만 해당됩니다. 내부적으로 사용 가능한 editorConfig 코어 중 하나 인 editorConfig NPM 패키지를 사용합니다."
"Google","English","Visual Studio Code plugin that autocompletes filenames.","Korean","파일 이름을 자동 완성하는 Visual Studio 코드 플러그인."
"Google","English","Prettier is an opinionated code formatter. It enforces a consistent style by parsing your code and re-printing it with its own rules that take the maximum line length into account, wrapping code when necessary.","Korean","Pretier는 의견이 많은 Code Formatter입니다. 코드를 구문 분석하고 최대 줄 길이를 고려하여 필요할 때 코드를 래핑하는 자체 규칙으로 다시 인쇄하여 일관된 스타일을 시행합니다."
"Google","English","Tab out of quotes, brackets, etc for Visual Studio Code.","Korean","시각적 스튜디오 코드의 인용구, 괄호 등의 탭."
"Google","English","if (isCan(A, M[i], 0))cout << ""yes"" << endl;","Korean","if (iscan (a, m [i], 0)) cout << ""예""<< endl;"
"Google","English","genereated","Korean","생성"
"Google","Korean","5. cppdbg vs cppvsdbg
MinGW-gdb를 쓰신다면 type: ""cppdbg"", ""MIMode"": ""gdb"" 가 맞습니다.

하지만 MSVC 컴파일러로 빌드하셨다면,","English","5. CPPDBG vs CPPVSDBG
If you use Mingw-GDB, Type: ""CPPDBG"", ""MIMODE"": ""GDB"" is correct.

But if you build it with MSVC compiler,"
"Google","English","Pa rserError:
Line I
II
-g
ine
I Missing argument in parameter list.
-01
-fsanitize=address, undef","Korean","Pa rsererror :
라인 i
II
-g
ine
매개 변수 목록에 인수가 누락되었습니다.
-01
-fsanitize = 주소, undef"
"Google","English","Unable to start debugging. Launch options string provided by the project system is
invalid. Unable to determine path to debugger. Please specify the ""MIDebuggerPath""
option.","Korean","디버깅을 시작할 수 없습니다. 프로젝트 시스템에서 제공하는 런칭 옵션 문자열은 다음과 같습니다
유효하지 않은. 디버거 경로를 결정할 수 없습니다. ""MideBuggerPath""를 지정하십시오.
옵션."
"Google","English","Unable to start debugging. Launch options string provided by the project system is
invalid. Unable to determine path to debugger, Please specify the ""MIDebuggerPath""
option,","Korean","디버깅을 시작할 수 없습니다. 프로젝트 시스템에서 제공하는 런칭 옵션 문자열은 다음과 같습니다
유효하지 않은. 디버거 경로를 결정할 수 없으면 ""MideBuggerPath""를 지정하십시오.
옵션,"
